Line_Number,Existing_Band_Gap_eV,Existing_Predicted_Formation_Energy_eV_per_atom,New_Band_Gap_eV,New_Predicted_Formation_Energy_eV_per_atom
1,0.0,-0.12179790916666601,0.0,-0.128361866159091
2,0.0,-0.48561382016666504,0.0,-0.414970747821426
3,4.6523,-0.391225624732142,4.429499999999999,-0.38685201907051204
4,0.0,-0.886583387745097,0.0,-1.087785060732824
5,1.125,4.310038326249999,0.39490000000000003,-1.208962370433333
6,0.0,0.31252968416666604,0.0,0.553725388999999
7,4.0868,-0.329066983580729,5.3219,-0.33503864690323703
8,0.8257000000000001,-0.381548616875001,0.8593999999999991,-0.23084513875000002
9,2.1892,-1.210449189935897,1.904099999999999,-0.6999947916666661
10,0.0,-1.551559743148149,0.0,-1.820780939583333
11,0.0068000000000000005,-0.074813088965517,0.31660000000000003,-0.11175373155172301
12,0.0,-0.172072121499998,0.0,-0.12470293583333601
13,0.0,-1.7253764866071442,0.0,-1.991129470416666
14,2.328,-2.088322267801723,0.0,-2.345763527488051
15,1.158599999999999,-1.750173749642856,1.063499999999999,-1.9951324725000012
16,5.643,-0.39270209387499905,5.3982000000000015,-0.5344709788194441
17,0.0,-0.148068191857141,0.0,-0.100869672867647
18,2.4836,-0.35135121007575804,3.1701,-0.398382785833335
19,0.0,-0.48363002892857304,0.0,-0.35196944645833404
20,0.0,-0.12861489305555301,0.0073000000000000016,-0.121588381666666
21,2.3156,-0.9890843837500001,2.404800000000001,-0.764168248305084
22,0.0,-0.15863864562500002,0.0,-0.14438301479166602
23,2.072,-0.213420684062501,2.8266,-0.369469843437499
24,0.0,-0.466897669785919,0.0,-0.670280783124997
25,3.2495,-1.411691570625,4.437499999999999,-1.410259864374998
26,0.0,-0.056231034999999006,0.0,-0.119282636000002
27,0.0,0.09314462062500001,0.0,0.49080157208333205
28,0.0,-0.8770224413333311,0.0,0.503235914500001
29,0.0,-0.152442160555553,0.0,-0.151901726666666
30,0.9439000000000001,-2.043646254278351,0.0,-2.031727612872191
31,1.3588,-2.394112819722222,2.0248,-2.048205260353826
32,0.050100000000000006,-0.23479371533944002,0.0,-0.173665812499999
33,5.0556,-1.156304898046874,4.944699999999999,-1.3444399275
34,0.0,-1.1986550239583331,0.7104000000000001,-1.1813463646420862
35,1.0259,-1.9047627092857131,1.5735,-1.803090273571428
36,0.41500000000000004,0.043304358333334,0.0,-0.11428731479166
37,0.0,1.691357588663791,0.0,0.79598198825963
38,0.7538,-0.40395440735632204,0.0,-0.701146823043956
39,0.374299999999999,0.041066639583334,0.0,0.048960151180553
40,0.0,-1.9359097643750012,0.0,-1.7006854493750041
41,0.1452,2.238825879924241,1.1164000000000001,-0.284741785227273
42,4.0857,-0.42375819722162306,4.7643,-0.41546719735872604
43,0.0,-0.30090257416666605,0.0,-0.26423687833333204
44,0.0,2.63653203719697,1.3833,0.179395893977272
45,0.0,0.758531764583333,0.0,0.532437787730268
46,4.026700000000001,-1.221445922857142,4.210699999999999,-1.375740748125
47,0.0,-0.153812870416665,0.0,-0.13817157041666602
48,0.0,0.196788273958333,0.8864000000000001,-0.417308908124999
49,5.1663,-0.9171393128598471,6.622900000000001,-1.287150541822917
50,0.0,-1.105937981388888,0.0,-0.560157258124999
51,0.0,1.5358236817982451,6.5342,-1.000759318130927
52,1.327099999999999,0.014905940000002001,1.195999999999999,-0.19267326093750103
53,2.1524,-1.104846896071428,1.072299999999999,-0.849274317916664
54,1.7669000000000001,-0.513756777546874,3.4824,-0.434235426193237
55,0.0,0.06717803875,0.0,0.080754462609632
56,3.4857,-2.2672571466185882,2.2229,-2.481412126190476
57,5.6634,-1.43295996861111,5.672199999999999,-1.376260435833333
58,3.5256,-0.221525681306305,3.660999999999999,-0.16961320603344902
59,1.015399999999999,-0.7057800201666661,2.070899999999999,-0.762908820208332
60,0.0,0.464502770848485,2.0004,-0.233394522444444
61,1.522799999999999,-0.9110458324137941,0.0,-0.884130705763892
62,0.0,-0.199628208124999,0.34760000000000004,-0.159960318125002
63,2.569899999999999,-0.227870430530303,0.834099999999999,0.052289892045454
64,0.37420000000000003,-0.210419463750001,0.6960999999999991,0.045225696896553
65,0.0,-0.7623333131249991,0.0,-1.040496628541665
66,0.0,-2.790469027399999,0.0,-2.7750553803
67,2.216599999999999,0.12269523964285602,0.0,1.3992200756249991
68,0.530999999999999,-0.055934982386366,0.8244999999999991,-0.027194359166666
69,2.5859,-1.177302631481482,2.1046,-1.207771296944444
70,1.0894,-0.178246915999999,0.4887,-0.23352312785714402
71,0.48410000000000003,-0.34029517937500403,0.0,-0.47283899718750404
72,1.3563,-0.7830447793888891,3.983599999999999,-1.662318173697917
73,6.5013000000000005,-0.12093382905459801,6.7244,0.332317316388889
74,3.7109,-0.827521871562501,3.7325,-0.807680295
75,0.0,-0.557304915249999,0.0,-0.349012083749999
76,4.5995,-1.073373993821839,3.9472,-1.222879147581595
77,1.8326,-1.173334826388889,2.5141,-1.015441785059522
78,3.9081,-0.419502445346623,4.521099999999999,-0.42457047404823
79,0.0,-0.863648566874999,0.0,-1.032410487083333
80,1.181499999999999,0.08975931392857,2.366399999999999,0.166647067142857
81,0.0,-2.503536431999999,0.0,-2.3870129923809522
82,0.46519999999999906,0.039960621704543,1.018299999999999,0.118108089499999
83,0.0,-1.422219525620915,0.0,-1.665867541923221
84,0.0,-0.157779082499999,0.0,-0.11326072416666501
85,5.5565999999999995,-0.33541611820987505,4.4764999999999995,-0.35041228671875
86,5.961,-0.312182648229166,4.4903,-0.35458336544575905
87,0.0,-0.511423514166662,0.0,-0.353003763472221
88,2.117,-0.33493423553030305,2.9512000000000003,-0.232164449166666
89,0.0,-1.433421929027777,0.0,-1.203248941874999
90,0.984399999999999,-1.800390252857143,0.7269000000000011,-1.803054214642858
91,1.4661,0.20626234811363603,4.9921,0.391029715859551
92,2.9265,-2.07956978111111,2.8476,-2.18201316138889
93,3.4032,-1.775553895960108,2.4851,-1.502953784787878
94,3.961699999999999,-1.405274100625,4.6201,-1.487035514375001
95,2.2935,-1.221069149583333,1.840999999999999,-1.188263391071427
96,0.2499,-0.15144806389706,0.0,-0.134539419166666
97,1.1939,-1.748381435714285,1.5399999999999991,-1.8734718887500012
98,2.126499999999999,-0.7922364850000011,2.539499999999999,-0.891693370625
99,2.7533000000000003,-1.635482359583333,2.352399999999999,-1.999446597708333
100,1.0305,-0.9825727685714281,1.4521999999999991,-0.9710724491666651
101,1.636499999999999,-0.9188371421012941,1.646199999999999,-1.041956596388889
102,0.0,-0.447769488392858,0.0,-0.475062010229644
103,0.0,-0.131100754583332,0.0,-0.181936106666665
104,0.0,-0.298495954166667,0.0,0.21857397656250002
105,0.0,-2.7474552138,0.0,-2.7248735614
106,4.0135,-0.15091543778409,5.754300000000001,-0.26273020556617503
107,0.9052000000000001,-0.47252330770833506,0.0,-0.358622693958336
108,2.038,-1.1820813149999991,2.257,-1.1337268494769881
109,1.4684,-2.85577596,0.0,-2.9117355927678573
110,0.0,-1.204222389375001,0.0,-1.179688530625001
111,0.119299999999999,0.083116906944443,0.0,0.011785855964062
112,0.0,-1.133776838124999,0.0,-0.930613086447574
113,5.3302,-0.35981336273333403,3.6724000000000003,-1.098480714375
114,1.5671,-1.275029429375001,1.8399999999999991,-1.1406829118750012
115,2.5275,-0.6860600399999991,2.7748,-1.305974853125
116,0.0,-1.05307187075,0.0,-1.182721114999999
117,7.2814,-1.063986135745613,5.8135,-1.535974794621212
118,4.4939,-0.28434349167857104,4.8135,-0.21240535943438602
119,0.0,-0.26416251104167005,0.5963000000000001,-0.295642565312501
120,0.0,-1.11225998204861,0.0,-1.5501721296159862
121,0.0,-2.758549709799999,0.0,-2.7872054292
122,3.6013,0.163628050781248,2.2325,0.15123058148357202
123,0.0,3.559278321874999,0.0,1.894487911874999
124,0.0,-1.178245385227272,0.0,-1.1147052035277802
125,0.0,-0.08000038385416601,0.0,0.33616443020833304
126,0.0,-0.592212940000001,0.0,-0.827319100624999
127,4.273999999999999,-1.407274898125001,4.7983,-1.464045005625001
128,3.254699999999999,0.265742004499999,0.0,1.145806448958333
129,0.0,-0.139919266527779,0.0,-0.227847336249999
130,0.6853,0.7018198153571421,2.6346000000000002,0.48159235812500103
131,0.11709999999999901,-0.11715176458333301,0.0,-0.148671199583333
132,0.0,-0.41229815517857304,0.0,-0.40462161270833305
133,0.0,-0.6563462725000001,0.0,-0.528457178958336
134,2.3285,-0.306250858666665,2.7936,0.198122849772726
135,0.0,-1.406102087173204,0.0,-1.5422112510582012
136,0.0,-0.176156540208339,0.0,0.033176422871573
137,1.361899999999999,-0.776397881704547,1.832,-0.9964238370833311
138,0.2781,-0.5966624877250011,0.18360000000000002,0.021110857138889
139,4.3662,-1.6109062818055562,5.3712,-1.918710587160547
140,4.9737,-0.97925665972973,4.3371,-0.814042658148149
141,2.9234,-1.046517500163691,2.3063,-1.144972752747037
142,0.970499999999999,-1.852383193928572,1.621099999999999,-1.738882160357144
143,0.8351000000000001,-0.37306886937500305,1.5943,-0.40780676250000005
144,5.7747,-1.140737818125002,5.657,-1.272932750624999
145,0.0,-1.513575089499998,0.0,-1.5295493716666641
146,0.0,-1.4112335681250001,5.7993,-1.407060822499999
147,0.0,-0.013394749482760001,0.0,-0.5122481731249991
148,2.2861000000000002,-2.961319315000002,2.8599000000000002,-2.9331535549999993
149,0.0,-0.29638316681465404,0.0,-0.269627084642855
150,2.5675,-2.023247366944444,1.805399999999999,-2.082053169583332
151,2.802399999999999,-1.465524605757575,1.816999999999999,-1.432345811785713
152,5.3193,-1.297676960099999,5.1538,-1.432193151067418
153,0.0,-2.477501867000001,0.0,-2.253996703125
154,0.1222,-0.6736959679999981,0.0,-0.7158918666666661
155,3.7018,-1.376814311953125,0.5048000000000001,-1.172435157346939
156,0.0,-1.521874890625003,0.0,-1.150585886250001
157,1.7919,0.573437991940787,0.8638,0.13941653873758003
158,0.0,-1.120204727083331,0.0,-1.067813398999999
159,0.0,-0.700968725624999,0.0,-0.6833141587500001
160,0.0,0.5600306459999991,0.0,0.7918936404166671
161,4.6496,-1.159751009022109,4.8667,-1.014881758026857
162,0.0,-1.299005834791659,0.0,-1.168700880208334
163,3.2495,-1.411691570625,4.4133,-1.404811012499999
164,0.0,2.385053062499999,0.0,0.7247390712499991
165,1.8032,-1.306130553541666,1.3969,-1.6097273463888922
166,0.0,-0.069032481666667,0.0,0.116006381785713
167,6.51,-0.33398448413333304,3.4336,-0.377974973013889
168,3.8874,-0.9200517189912281,4.422599999999999,-0.959919378452381
169,4.083,-0.444230137067307,4.1106,-0.346261711487395
170,0.0,-1.204222389375001,0.0,-1.090512451875001
171,4.8878,-0.16938199883333302,4.2938,4.381014476958334
172,1.692300000000001,-0.8106143852083321,1.056499999999999,-0.739760189375
173,0.0,0.243018559833335,0.0,0.419602219027779
174,0.0,-1.027275664374999,0.0,-1.328380112499998
175,0.0,-0.967673510740739,0.0,-0.96789700472222
176,0.12890000000000001,-0.054033927083333,0.006199999999999001,-0.12340657902777701
177,2.738699999999999,-0.70524114625,1.2317000000000002,-0.441064290624999
178,4.5474,-1.045814336758657,4.7981,-1.098887328560606
179,0.0,-0.40558071148809705,0.0,-0.602998828854168
180,0.0,-0.22337149218749902,0.0,-0.23963136116071403
181,4.8121,-0.33828111943287104,4.0551,-0.493115345568181
182,0.0,-0.9449762310576941,0.0,-0.9803260273571431
183,5.0921,-1.312061735811403,5.1495999999999995,-1.3719250360138602
184,0.09000000000000001,-0.8374214902272721,0.0,-0.8243873608529422
185,3.8548,-0.9627896919642861,2.7055,-1.276124112916667
186,0.0,0.17987847614583402,0.0,0.5912513898611121
187,3.8973,-0.35701176637897003,4.4075,-0.38532322654296905
188,0.0,-0.33858732833333605,0.0,-0.418397338541666
189,3.1254,-0.362721428718487,2.2757,-0.496899245028148
190,0.0,-1.143256654833334,0.0,-1.14600367328
191,4.5529,-0.8581286751984131,4.1216,-1.113349025654762
192,2.4152,-1.789021039999999,0.0,-2.449189288125001
193,0.0,-1.641988646428572,0.0,0.9499743281365311
194,0.0,-0.11460775781250301,0.0,0.29633132791666505
195,3.597699999999999,-0.283427462115384,3.8789000000000003,-0.320584569277781
196,1.0871,-1.833539315739202,3.571,-1.915139336649999
197,4.9681,-0.41849279046533006,4.1582,-0.427255437916666
198,1.6791,-1.7602187710714272,1.4214,-1.315494689999999
199,0.0,-0.24985981638888602,0.0,1.118649424374998
200,2.582,-1.124266903333333,1.4443,-1.126728415937501
201,0.0,-1.570997600795454,1.543,-1.86997671503448
202,0.0,-1.454285262361111,0.0,-1.226971059641712
203,0.0,-0.298578174999999,0.0,0.329857895312504
204,0.16,0.260878091710527,1.458099999999999,-0.8062386577023811
205,2.6386000000000003,-2.9362016425000013,2.8309000000000003,-2.940583100000001
206,0.0,-1.226940167352941,0.0,-1.023954733888891
207,0.0,0.012216114724999,0.2939,0.43213815366666505
208,0.0,-1.4107297929166691,0.0,-1.652433259375002
209,2.298699999999999,-0.35712324280303104,2.4487,-0.186416258015151
210,3.4007,-0.8094099979,4.8245,-1.2763520034722222
211,3.011299999999999,-1.935941751869747,4.0294,-1.7691143184375012
212,0.0,-0.20269927541666502,0.0,-0.101272305416669
213,5.2197,0.069584321249998,6.994399999999999,0.165540693818268
214,2.2159,-1.764852897860576,1.6025,-1.707232419166666
215,0.0,-0.435483445905172,0.0,-0.35285836250000003
216,3.448,-1.153288948918652,2.9854,-1.13913216413765
217,0.0,-1.763479215,0.0,-1.832139831944443
218,0.07829999999999901,-0.012448436041665002,0.07290000000000001,-0.170709945624998
219,3.323,-2.482855807679911,2.285199999999999,-2.539314610522818
